age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative,weight,lv_index,lv_weight
55-64,No,Completed graduate school,More enthusiastic,Don't know,Male,Word of God,Agree,Don't know,wick_edb846bf13fd56017dff3b74dcdbd183d970b5b971d013c60705f4a8,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.18132440512399053,0.83,0.20238812397357786
65 or older,No,Completed graduate school,About the same,Don't know,Male,Book of fables,Don't know,Can trust,wick_d8eaacd1d6e41013bca9f82bda55abce60acfd3aae83219270a46b8d,"Between $15,000 and $49,999","Cobb County, GA",Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.05984276472647028,0.83,0.06679445537461237
65 or older,No,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_a0033aa0bbb1abd5c1025edbd734ccaafbe8c6f210b3cff27bd17969,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.41792792062272055,0.83,0.4664769078005361
35-54,No,"Some college, no degree",More enthusiastic,Agree,Male,Word of God,Agree,Can trust,wick_b08b947d8dbb4880c43621d10c490796728f54c340c25a523ec0cedc,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.9760389069379245,0.83,2.2055873118706444
55-64,No,Completed graduate school,More enthusiastic,Don't know,Male,Inspired word,Disagree,Can trust,wick_d242328fdfeae1c575c8afbf738048c5d737c0bda326fc9e930a9aef,"Between $75,000 and $99,999","Gwinnett County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.42986707435414306,0.83,0.4798029844744533
65 or older,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Agree,Can trust,wick_f7d3508c567df137f2e697473ae836d1cf529eeae83c2cc5afd02a2b,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.17848212183375387,0.83,0.19921566419068712
65 or older,No,Graduated from high school,More enthusiastic,Agree,Male,Word of God,Don't know,Can trust,wick_1c797281aceddae8d6467ee477b4c759ebcab42bfdee1708440db523,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.49228553011372234,0.83,0.5494723384363245
18-34,Yes,Less than high school,More enthusiastic,Agree,Male,Inspired word,Agree,Can trust,wick_3c04ec542d49768f7f3757dab0a37ded3b7e3a9eae628d3a0b16af4b,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Don't know,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,Undecided,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,6.337286832226009,0.83,7.073463675116637
65 or older,No,Graduated from college,More enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_7105baab0f6b80c760e46c6b8b1f27e6d345e1127fb8946f26a30759,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.1908504232022579,0.83,0.21302074083770364
35-54,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Don't know,Can't be too careful,wick_13d4b66ffaf0730fe5d702b7686a1c84be1180fcfde3ec39b8243557,"Between $75,000 and $99,999","Fulton County, GA",Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.2795979023264537,0.83,1.4282435875925679
65 or older,Yes,Graduated from college,More enthusiastic,Agree,Male,Word of God,Agree,Can trust,wick_7102b08c3000d74ff96eed60bfeecd3fcd1a6f99e8b9d7df5dfee06c,"Between $15,000 and $49,999",Another county in Georgia,Somewhat likely,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,David Perdue,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.204430469921634,0.4,0.10996545848956872
35-54,No,Completed graduate school,More enthusiastic,Don't know,Female,Inspired word,Disagree,Can trust,wick_805abe723e904c65fd8671a69c4ce7fb8d2881370a548d8ad20884cb,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.7877026235563568,0.83,0.8792068344116345
35-54,Yes,"Some college, no degree",About the same,Don't know,Female,Inspired word,Don't know,Don't know,wick_fe73c45a6016746d9b397a84243d11bbf9c8344f4eb36183320dacce,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Don't know,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.0966862200937888,0.83,1.2240837989827205
65 or older,No,Completed graduate school,More enthusiastic,Disagree,Female,Inspired word,Disagree,Can trust,wick_3f309cbe9cd6ab91deabb03f4504194ba9c749e8a989d37e9c3c7291,"Between $75,000 and $99,999","Fulton County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Did not vote,Did not vote,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.08043866680239913,0.59,0.06382157926821896
65 or older,Yes,Completed graduate school,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can't be too careful,wick_994361d541d6d4ff76aab61f383f143f368f7e99beef647fa6e13060,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.03549423230513813,0.83,0.03961745294687209
35-54,No,Graduated from college,Less enthusiastic,Don't know,Male,Word of God,Don't know,Can trust,wick_f4eb9a8f42bfe4b20e2bcf8d82f4875e916eb34ff07da3ad24ec2ff6,"Over $150,000","Cobb County, GA",Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Other,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,3.2386846345460456,0.83,3.61490945953807
65 or older,No,Completed graduate school,More enthusiastic,Don't know,Male,Book of fables,Disagree,Can trust,wick_940d476dfb3ef55edcb9afd0fc872dab320d7baabf184c45218b9584,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.19081789183328057,0.83,0.21298443043186993
18-34,Unsure,Graduated from high school,More enthusiastic,Don't know,Other,Inspired word,Disagree,Can't be too careful,wick_8920e06d71fdedf21b10f42bab72ba25434b10ecec462128f49c1b3c,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.9520851882720137,0.83,1.062685053264841
65 or older,Unsure,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Don't know,Can trust,wick_4ca6c2a4df3c63d7755a59e810eca791961948b25ddd9a54af65e6d4,"Under $15,000",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Undecided,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.6515973973182534,0.83,0.7272908174667948
18-34,No,Completed graduate school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_990caa6afa09e7adf703b2acc8aafaf37ca284db27fde571d948866d,"Between $100,000 and $150,000","Gwinnett County, GA",Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,1.7820227665315842,0.83,1.9890331053335661
65 or older,No,Graduated from high school,More enthusiastic,Don't know,Female,Inspired word,Agree,Don't know,wick_ee46b29275012bb197716a2472efb06acd45a528a36e9e84bd49b7ce,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.234477128429166,0.83,0.2617153830177485
65 or older,No,Graduated from college,More enthusiastic,Don't know,Male,Inspired word,Don't know,Can trust,wick_e3068ab49d4098c7de7f53266f904d3fb192e6aecdbe27e4e8e1662f,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.24903944191753283,0.83,0.27796934125139255
55-64,No,Completed graduate school,More enthusiastic,Don't know,Male,Book of fables,Disagree,Can trust,wick_c3ef6f5b3b513e101e7509e4a38e1ab1e024e30b5dc82a9ef506a67d,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.10994920788940728,0.83,0.12272156029907687
65 or older,No,"Some college, no degree",About the same,Disagree,Male,I don't know,Don't know,Don't know,wick_00137cc2e1be1b5ad922196e7af34e0e392f0288e00d3aa0f9908839,"Under $15,000",Another county in Georgia,Somewhat likely,"White, not Hispanic",Don't know,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.08204589460863332,0.4,0.04413341328855604
65 or older,Yes,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Don't know,Don't know,wick_0373f12a5702ede52c4eae289b367b6b8e808cc765e8d20bd34d5cfa,"Between $100,000 and $150,000","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.6520660890762816,0.83,0.7278139552405783
35-54,Yes,"Some college, no degree",More enthusiastic,Agree,Male,Inspired word,Agree,Can't be too careful,wick_7ada2bb83b3d6b57f5a127b28ee4bb7854b6f87f999343a2ad60c084,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.47880105623385244,0.83,0.5344214280558304
65 or older,No,Completed graduate school,More enthusiastic,Disagree,Female,Inspired word,Disagree,Can trust,wick_783718ac6b6d4e8c4f1a67cf4f107a444935cdfff976666d7f378aff,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.08292424438065497,0.83,0.09255721666728231
55-64,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Don't know,Can't be too careful,wick_f0022681de91a5c7058149b60e45df7ec13237be6650c79f0bcb2e3e,"Between $15,000 and $49,999",Another county in Georgia,Already voted,Other,Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,0.2001583049681991,0.83,0.22340988138107706
